Item No.,Item name,Patch No.,Ascon code,EXPIRY DATE,Qty,sp,TSP,PP,TPP,CP,TCP,Vat,vat value,total cost
111001385,Lorvast 10mg 30 S,4NK227,543890,8/1/2030,1,43.45,43.45,43.45,43.45,26.07,26.07,0,0,26.07
111001385,Lorvast 10mg 30 S,4nk217,531032,8/1/2030,2,43.45,86.9,26.07,52.14,26.07,52.14,0,0,52.14
111001385,Lorvast 10mg 30 S,4NK217,540898,8/1/2030,1,43.45,43.45,43.45,43.45,26.07,26.07,0,0,26.07
111001392,Lotense 5mg  30 cap,3TY344,526719,8/1/2030,1,53.35,53.35,53.35,53.35,34.68,34.68,0,0,34.68
111001392,Lotense 5mg  30 cap,3ty344,477700,8/1/2030,1,53.35,53.35,53.35,53.35,32.01,32.01,0,0,32.01
111001392,Lotense 5mg  30 cap,4ty352,528937,8/1/2030,1,53.35,53.35,32.01,32.01,32.01,32.01,0,0,32.01
111003223,Lotevan 160/10mg 30Tab,3hx371,544952,8/1/2030,1,62.9,62.9,49.8,49.8,49.8,49.8,0,0,49.8
111003223,Lotevan 160/10mg 30Tab,4hx468,541328,8/1/2030,1,62.9,62.9,62.9,62.9,43.68,43.68,0,0,43.68
111003223,Lotevan 160/10mg 30Tab,3hx332,483074,8/1/2030,1,62.9,62.9,62.9,62.9,47.18,47.18,0,0,47.18
142000039,Lotus Underpads 60x90  4x22,1,510441,8/1/2030,2,45,90,25.5,51,25.5,51,0,0,51
121018919,Louis Widmer Deo Spray Scented 75ml,1,478527,8/1/2030,1,72,72,57.6,57.6,57.6,57.6,0.15,8.64,66.24
111004710,Lovista 0.5 mg 8 Tab,7039,511918,8/1/2030,1,117.07,117.07,117.07,117.07,81.44,81.44,0,0,81.44
111001399,Loxtra eye drop 5ml /bottle,BC0184,543916,8/1/2030,5,18.1,90.5,18.1,90.5,12.67,63.36,0,0,63.36
121010433,Lunida Eye Lash Curier With Spare Head 390094,1,450162,8/1/2030,3,15,45,15,45,9.75,29.25,0.15,4.39,33.64
111001404,Lustral 50mg 30tab,2001926,549237,8/1/2030,2,95.7,191.4,95.7,191.4,83.22,166.44,0,0,166.44
121010986,Lux Beauty Soap Creamy Perfection 120g,1,512549,8/1/2030,1,5.5,5.5,3.35,3.35,3.35,3.35,0.15,0.5,3.85
121008923,Lux Beauty Soap Magical Beauty 125 Gm,1,524409,8/1/2030,6,5.5,33,3.35,20.1,3.35,20.1,0.15,3.02,23.12
121008923,Lux Beauty Soap Magical Beauty 125 Gm,1,469030,8/1/2030,1,5.5,5.5,3.35,3.35,3.35,3.35,0.15,0.5,3.85
121008925,Lux Beauty Soap Magical Beauty 170g,1,512553,8/1/2030,6,6.5,39,4.5,27,4.5,27,0.15,4.05,31.05
121008922,Lux Beauty Soap Secret Bliss 75 Gm,1,485601,8/1/2030,2,4.5,9,2,4,2,4,0.15,0.6,4.6
121011682,Lux Beauty Soap Silk Sensation 120g,1,524799,8/1/2030,5,5.5,27.5,3.35,16.75,3.35,16.75,0.15,2.51,19.26
121011684,Lux Beauty Soap Silk Sensation 75g,1,512558,8/1/2030,1,4.5,4.5,2,2,2,2,0.15,0.3,2.3
121011684,Lux Beauty Soap Silk Sensation 75g,1,534114,8/1/2030,4,4.5,18,2,8,2,8,0.15,1.2,9.2
121011689,Lux Beauty Soap Velvet Touch 170g,1,524416,8/1/2030,4,6.5,26,4.5,18,4.5,18,0.15,2.7,20.7
121016991,Lux Body Wash Botanical Extract Geranium Oil 700ml,1,524794,8/1/2030,3,44,132,36.5,109.5,36.5,109.5,0.15,16.43,125.93
121016728,Lux Body Wash Detox Camelia Aloe Vera 250ml,1,501242,8/1/2030,3,27,81,16.75,50.25,16.75,50.25,0.15,7.54,57.79
121016727,Lux Body Wash Glowing Skin Lotus Honey 250ml,1,512998,8/1/2030,1,27,27,16.75,16.75,16.75,16.75,0.15,2.51,19.26
121016727,Lux Body Wash Glowing Skin Lotus Honey 250ml,1,516042,8/1/2030,2,27,54,16.75,33.5,16.75,33.5,0.15,5.03,38.53
121016727,Lux Body Wash Glowing Skin Lotus Honey 250ml,1,539002,8/1/2030,1,27,27,16.75,16.75,16.75,16.75,0.15,2.51,19.26
121016992,Lux Body Wash Glowing Skin Lotus Honey 500ml,1,475040,8/1/2030,1,47,47,29,29,29,29,0.15,4.35,33.35
121016992,Lux Body Wash Glowing Skin Lotus Honey 500ml,1,512999,8/1/2030,3,40,120,29,87,29,87,0.15,13.05,100.05
121016696,Lux Body Wash Glowing Skin Lotus Honey 700ml,1,524795,8/1/2030,1,58,58,36.25,36.25,36.25,36.25,0.15,5.44,41.69
121016696,Lux Body Wash Glowing Skin Lotus Honey 700ml,1,539003,8/1/2030,2,58,116,36,72,36,72,0.15,10.8,82.8
121018128,Lux Body Wash Setox Camelia Aloe 500ml,1,539005,8/1/2030,3,40,120,28.8,86.4,28.8,86.4,0.15,12.96,99.36
121016993,Lux Body Wash Skin Detox Camellia Aloe vera 700ml,1,539006,8/1/2030,3,44,132,36,108,36,108,0.15,16.2,124.2
121017088,Lux Body Wash Skin Renewal Fog Extract Geranium OIL 250,1,539007,8/1/2030,2,22,44,16.75,33.5,16.75,33.5,0.15,5.03,38.53
121020183,Lux Hand Wah Refing Verbena 500ml,1,456442,8/1/2030,1,25,25,15.25,15.25,15.25,15.25,0.15,2.29,17.54
121020183,Lux Hand Wah Refing Verbena 500ml,1,475851,8/1/2030,1,25,25,25,25,0,0,0.15,0,0
121016681,Lux Hand Wash Glowing Skin Lotus Honey 250ml,1,464616,8/1/2030,1,18,18,9.6,9.6,9.6,9.6,0.15,1.44,11.04
121010225,Lux Hand Wash Magical Beauty 500ml 205022,1,475854,8/1/2030,1,24,24,24,24,0,0,0.15,0,0
121016863,Lux Hand Wash Skin Detox Camellia Aloevera  500ML,1,464620,8/1/2030,1,28,28,17.5,17.5,17.5,17.5,0.15,2.63,20.13
121011551,Lux Hand Wash Velvet Touch 250m,1,464624,8/1/2030,1,12,12,8.85,8.85,8.85,8.85,0.15,1.33,10.18
121016419,LUX SHOWER GEL GARDENIA BLOSSOM 500ML,1,500667,8/1/2030,2,40,80,25.2,50.4,25.2,50.4,0.15,7.56,57.96
121011921,Lux Shower Gel Magical Beauty 500ml 208100,1,539004,8/1/2030,1,40,40,25.2,25.2,25.2,25.2,0.15,3.78,28.98
121018605,LUX Shower Gel Romance Hibiscus 500ml,1,500671,8/1/2030,2,40,80,25.2,50.4,25.2,50.4,0.15,7.56,57.96
121016101,Lux Shower Gel Soft Rose + Kit 250ml,1,534112,8/1/2030,1,27,27,16.75,16.75,16.75,16.75,0.15,2.51,19.26
121011410,Lux Shower Gel Velvet Touch 500ml 208102,1,485545,8/1/2030,1,36,36,25.2,25.2,25.2,25.2,0.15,3.78,28.98
121002920,Lux Soap Creamy Perfection 75g,1,534113,8/1/2030,5,4.5,22.5,2,10,2,10,0.15,1.5,11.5
121020185,Lux Soap Glowing Skin Rose 120gm,1,512550,8/1/2030,2,5.5,11,3.35,6.7,3.35,6.7,0.15,1.01,7.71
121002931,Lux Soap Rose Velvet 75g,1,485603,8/1/2030,1,4.5,4.5,2,2,2,2,0.15,0.3,2.3
121002931,Lux Soap Rose Velvet 75g,1,512559,8/1/2030,1,4.5,4.5,2,2,2,2,0.15,0.3,2.3
121017120,Mada Nail Polis Remover Wipes 10pcs,1,515597,8/1/2030,5,10,50,6,30,6,30,0.15,4.5,34.5
121006146,Makida Ankle Guard Medium,1,449323,8/1/2030,1,22,22,22,22,13.42,13.42,0,0,13.42
121014611,Makida Babys Umbilical Truss (L),1,449321,8/1/2030,1,20,20,20,20,12.5,12.5,0,0,12.5
121014611,Makida Babys Umbilical Truss (L),1,353806,8/1/2030,1,30,30,18,18,18,18,0,0,18
121006144,Makida Elastic Wrist Splint XL,1,270425,8/1/2030,3,25,75,13,39,16.02,48.07,0,0,48.07
121006135,Makida Foam Cervical Collar,31,350874,8/1/2030,1,55,55,55,55,31.35,31.35,0,0,31.35
121006135,Makida Foam Cervical Collar,1,358649,8/1/2030,1,50,50,28,28,28,28,0,0,28
121014885,Makida Palm Guard (XL),1,449324,8/1/2030,5,20,100,20,100,12.2,61,0,0,61
121006141,Makida Palm Guard Medium,9999999999,200641,8/1/2030,2,15,30,15,30,9.76,19.51,0,0,19.51
121006141,Makida Palm Guard Medium,9999999999,217685,8/1/2030,1,12,12,9,9,7.8,7.8,0,0,7.8
151001561,Makida Stocking Thigh Hott 111-XL,1,520189,8/1/2030,3,60,180,40,120,40,120,0,0,120
121007772,Makida Surgical Elastic Stockinss 410 XL,1,270436,8/1/2030,2,45,90,32,64,29.26,58.52,0,0,58.52
121014614,Makida Wrist Support (XL),48,350838,8/1/2030,1,12,12,12,12,6.84,6.84,0,0,6.84
121006145,Makida Wrist Support Large,1,270420,8/1/2030,3,12,36,7,21,7.8,23.39,0,0,23.39
111004266,Mar -Vitol 60 cap,L1786,549298,8/1/2030,1,58,58,58,58,38.84,38.84,0,0,38.84
121007143,Maria Vaginal Douche,1,399875,8/1/2030,3,24,72,14,42,14,42,0,0,42
111001416,Marnys Neocarbon Act Charl 30 Cap,L1737,540596,8/1/2030,4,12.95,51.8,12.95,51.8,10.79,43.17,0,0,43.17
111001419,Marnys Royal Jelly 1000mg 30 Cap,K6352,536725,8/1/2030,1,195,195,195,195,109.41,109.41,0,0,109.41
111002648,Marnys Royal Junior Syrup 125ml,L2352,543790,8/1/2030,9,9.95,89.55,9.95,89.55,8.29,74.63,0,0,74.63
111003999,Marnys Salmon Oil 100mg 60 caps,L1530,546175,8/1/2030,1,160,160,160,160,107.13,107.13,0,0,107.13
111002513,Marnys Vision Natura 30Cap,L1792,546176,8/1/2030,1,29,29,29,29,24.17,24.17,0,0,24.17
121018942,Mascara Bourjois Twist Volume Move,1,444219,8/1/2030,3,94,282,20,60,20,60,0.15,9,69
121009598,Masculan Condom 3 pcs,77777,548098,8/1/2030,7,15,105,6,42,6,42,0,0,42
121009598,Masculan Condom 3 pcs,1,548093,8/1/2030,12,15,180,6,72,6,72,0,0,72
121009598,Masculan Condom 3 pcs,111,548096,8/1/2030,11,15,165,6,66,6,66,0,0,66
121009598,Masculan Condom 3 pcs,33,548095,8/1/2030,8,15,120,6,48,6,48,0,0,48
121015651,Masculan Condom Dotted 10pcs (Arfaj),1,539061,8/1/2030,3,30,90,13.2,39.6,13.2,39.6,0,0,39.6
121016026,Masculan Condom Ribbed+Dotted Type 3 10pcs (Arfaj),1,539064,8/1/2030,3,30,90,12.3,36.9,12.3,36.9,0,0,36.9
121013182,Masculan Gel Strawberry 75ml,1,548094,8/1/2030,1,25,25,16,16,16,16,0,0,16
121013382,Masculan Gold Luxury Edition 10pec,1,539062,8/1/2030,4,30,120,19.2,76.8,19.2,76.8,0,0,76.8
121013189,Masculan Long Pleasure 10pcs (Arfaj),1,539063,8/1/2030,1,30,30,16.6,16.6,16.6,16.6,0,0,16.6
121017351,Mavala Double Lash 10ml,1,511095,8/1/2030,1,80,80,55,55,55,55,0.15,8.25,63.25
121018289,Mavala Eye Lite Mascara Waterproof 10ml,1,496422,8/1/2030,1,60,60,43.5,43.5,43.5,43.5,0.15,6.53,50.03
121018192,Mavala Nail Shield 10ml,1,437394,8/1/2030,2,80,160,62,124,62,124,0.15,18.6,142.6
121015454,Maxdona Blackhead Remover,1,450134,8/1/2030,2,14,28,14,28,9.1,18.2,0.15,2.73,20.93
121015372,Maxdona Depilatory Heater,1,393180,8/1/2030,1,125,125,80,80,80,80,0.15,12,92
151001622,Maxell Battery 2032,1,477203,8/1/2030,12,10,120,1.5,18,1.5,18,0.15,2.7,20.7
111002586,Maxim 400mg 7 Tablets,1,448046,8/1/2030,1,80.4,80.4,80.4,80.4,51.89,51.89,0,0,51.89
111001423,Maxitrol Eye Drops 5ml,a10491a,541329,8/1/2030,3,11.55,34.65,11.55,34.65,9.63,28.88,0,0,28.88
111001424,Maxitrol eye oint,VEA67A,546159,8/1/2030,3,11.3,33.9,11.3,33.9,9.42,28.25,0,0,28.25
111001427,Mebo 30gm oint,3730,538337,8/1/2030,4,69.5,278,69.5,278,45.76,183.02,0,0,183.02
111001428,Mebo 75gm oint,863,507892,8/1/2030,1,115,115,115,115,75.71,75.71,0,0,75.71
121006956,Medi Sense Optium Xceed System,1,477107,8/1/2030,1,195,195,115,115,115,115,0,0,115
121020968,Medo Care Cream 50ml 1105,1,502428,8/1/2030,1,60,60,60,60,19.64,19.64,0.15,2.95,22.59
121020968,Medo Care Cream 50ml 1105,1,487212,8/1/2030,4,60,240,60,240,19.29,77.14,0.15,11.57,88.71
121020968,Medo Care Cream 50ml 1105,3010009,480231,8/1/2030,5,60,300,60,300,20.77,103.85,0.15,15.58,119.43
111001436,Medrol tab 4mg 30tabs/box,gy4846,525507,8/1/2030,1,19.5,19.5,19.5,19.5,16.25,16.25,0,0,16.25
111004431,Mega Mind Syrap Peach&Mango,3816,538169,8/1/2030,1,165,165,165,165,127.63,127.63,0.15,19.14,146.77
111001440,Megamox 1 gm tab / 14,245005,549238,8/1/2030,4,70.1,280.4,70.1,280.4,29.26,117.04,0,0,117.04
111001441,Megamox 156mg Susp,235165,536687,8/1/2030,1,15.6,15.6,15.6,15.6,6.19,6.19,0,0,6.19
111001441,Megamox 156mg Susp,245113,541330,8/1/2030,1,15.6,15.6,15.6,15.6,6.5,6.5,0,0,6.5
111001442,Megamox 228mg susp 70 ml,235395,549299,8/1/2030,5,16.95,84.75,16.95,84.75,6.78,33.9,0,0,33.9
111001443,Megamox 312mg Susp,235449,540899,8/1/2030,5,29.3,146.5,29.3,146.5,14.65,73.26,0,0,73.26
111001445,Megamox 457mg susp 70ml,235473,549300,8/1/2030,4,29.55,118.2,29.55,118.2,11.82,47.28,0,0,47.28
111004157,Megamox Es 600mg Susp 100ml,235345,523983,8/1/2030,3,29.4,88.2,29.4,88.2,17.15,51.45,0,0,51.45
111003600,Megatop Fish Oil Syrup 125ml,L1074,540590,8/1/2030,1,145,145,145,145,112.82,112.82,0.15,16.92,129.74
111001455,Mentex  Syrup  125  ml,4MR884D,543594,8/1/2030,12,11.7,140.4,11.7,140.4,8.48,101.8,0,0,101.8
121017136,Mentos Chewing Gum 32 Pieces,1,546701,8/1/2030,9,14,126,9.83,88.47,9.83,88.47,0.15,13.27,101.74
121018214,Mentos Chewing Gum White 38pcs,1,546702,8/1/2030,9,13,117,7.85,70.65,7.85,70.65,0.15,10.6,81.25
121018214,Mentos Chewing Gum White 38pcs,33,548132,8/1/2030,7,13,91,7.85,54.95,7.85,54.95,0.15,8.24,63.19
121022214,Mentos Gum Fresh Dive 44 pcs,1,546700,8/1/2030,6,21,126,17.57,105.42,17.57,105.42,0.15,15.81,121.23
111003587,Mesporin 1000mg IM INJ,A0084A0088,538170,8/1/2030,2,24.5,49,24.5,49,9.8,19.6,0,0,19.6
111001460,Metaz Cream 0. 1% 30g,1148523,546160,8/1/2030,3,19.95,59.85,19.95,59.85,11.97,35.91,0,0,35.91
111001461,Metaz ointment   0.1%  30gm p,1143420,506249,8/1/2030,2,20,40,20,40,12,24,0,0,24
111001462,Metfor 500 mg  /  50,4LT754,526723,8/1/2030,3,15.7,47.1,15.7,47.1,13.08,39.25,0,0,39.25
111001466,Methycobal 500 mcg  Amp,41W08F,547515,8/1/2030,1,59.8,59.8,49.83,49.83,49.83,49.83,0,0,49.83
111001467,Methycobal 500 mcg 30 Tab,37A04P,543637,8/1/2030,1,24,24,24,24,20,20,0,0,20
111001467,Methycobal 500 mcg 30 Tab,32a07p,538338,8/1/2030,7,24,168,24,168,20,140.01,0,0,140.01
111001467,Methycobal 500 mcg 30 Tab,32a07p,531038,8/1/2030,5,24,120,20,100,20,100,0,0,100
111001469,Meva 135 mg F. C 30 tabs,BG0097,540573,8/1/2030,5,15.8,79,15.8,79,8.82,44.11,0,0,44.11
111001469,Meva 135 mg F. C 30 tabs,BC0331,536708,8/1/2030,3,15.8,47.4,15.8,47.4,9.41,28.22,0,0,28.22
111001474,Micardis Plus 80/12.5mg 28 tab,204001A,487584,8/1/2030,2,72.85,145.7,72.85,145.7,63.35,126.7,0,0,126.7
111001474,Micardis Plus 80/12.5mg 28 tab,202897,544924,8/1/2030,1,72.85,72.85,63.35,63.35,63.35,63.35,0,0,63.35
111001482,Microlut tab,kt0l4c1,538339,8/1/2030,3,14.55,43.65,14.55,43.65,12.13,36.38,0,0,36.38
111002833,Miragel 2% Oral Gel,BK0211,546161,8/1/2030,4,14.85,59.4,14.85,59.4,8.91,35.64,0,0,35.64
121019917,Mirror,1,450166,8/1/2030,1,8,8,8,8,5.2,5.2,0.15,0.78,5.98
121011558,Mirzagen 15mg 30tab,23DG18,549301,8/1/2030,1,74.7,74.7,74.7,74.7,61.71,61.71,0,0,61.71
111003500,Mirzagen 30mg 30tab,22DH55,547516,8/1/2030,1,126.6,126.6,100.08,100.08,100.08,100.08,0,0,100.08
111001508,Mobic 15mg 30tab,23h1701d2,531041,8/1/2030,2,44.45,88.9,37.04,74.08,37.04,74.08,0,0,74.08
111001509,Mobic 7.5mg 10tab,23g1837d2,531042,8/1/2030,2,10.85,21.7,9.04,18.08,9.04,18.08,0,0,18.08
121019823,Mofi Materniy Pad 10 ps,1,448567,8/1/2030,9,8,72,8,72,5.2,46.8,0.15,7.02,53.82
111004743,Monozide 25mg 30 Tab,2404001,544951,8/1/2030,1,14.2,14.2,11.83,11.83,11.83,11.83,0,0,11.83
111004743,Monozide 25mg 30 Tab,2401026,544950,8/1/2030,1,14.2,14.2,11.83,11.83,11.83,11.83,0,0,11.83
121002998,Moov Cream 50 gm,1,511423,8/1/2030,6,24,144,11.15,66.9,11.15,66.9,0,0,66.9
121020727,Moroccan Oil Bath Soap Olive Oil 850gm,1,548133,8/1/2030,1,25,25,14.75,14.75,14.75,14.75,0.15,2.21,16.96
111001513,Mosegor 0.5 mg 30 tab,tckp7,541331,8/1/2030,1,17.7,17.7,17.7,17.7,14.75,14.75,0,0,14.75
111001513,Mosegor 0.5 mg 30 tab,TCKA5,545928,8/1/2030,2,17.77,35.54,17.77,35.54,14.81,29.62,0,0,29.62
111001514,Mosegor syrup 100ml,ADFA0516A,547517,8/1/2030,5,20.05,100.25,16.71,83.55,16.71,83.55,0,0,83.55
111001515,Motilium 10mg 30tab,23DQ129,546162,8/1/2030,2,17.1,34.2,17.1,34.2,12.97,25.94,0,0,25.94
111001515,Motilium 10mg 30tab,23dq130,534869,8/1/2030,1,17.1,17.1,12.97,12.97,12.97,12.97,0,0,12.97
111003598,Move On Cream 100g,1,537678,8/1/2030,6,32,192,32,192,19.2,115.2,0,0,115.2
111003597,Move On Cream 50g,DA021,540902,8/1/2030,2,24,48,24,48,16,32,0,0,32
111003597,Move On Cream 50g,1,537680,8/1/2030,1,24,24,24,24,14.4,14.4,0,0,14.4
111001520,Moven 15mg caps 30 caps,254026,454920,8/1/2030,1,35.9,35.9,35.9,35.9,25.13,25.13,0,0,25.13
111001522,Movicol sachets 20s,433738,545797,8/1/2030,1,35.3,35.3,35.3,35.3,29.42,29.42,0,0,29.42
111001526,Moxal susp,5119,549240,8/1/2030,4,9.1,36.4,9.1,36.4,6.37,25.48,0,0,25.48
111003832,Moxidad Forte 500MG 20cap,9496,526348,8/1/2030,1,12.9,12.9,9.03,9.03,9.03,9.03,0,0,9.03
111001527,Mucogel  Susp.,2302374,487594,8/1/2030,1,7.15,7.15,7.15,7.15,4.53,4.53,0,0,4.53
111001529,Mucosolvan 100ml syrup,240093,540965,8/1/2030,5,15,75,15,75,11.38,56.88,0,0,56.88
111001530,Mucosolvan 30 mg 20 Tab,235927,549302,8/1/2030,4,12.3,49.2,12.3,49.2,10.25,41,0,0,41
111003735,Mugesic Muscle Pain Relief Cream 100g,1,517865,8/1/2030,4,60,240,60,240,21.65,86.59,0,0,86.59
121002999,Mum Roll On Classic For Men 75ml,1,538918,8/1/2030,2,13,26,9.7,19.4,9.7,19.4,0.15,2.91,22.31
121003001,Mum Roll On Jasmine 75ml,1,538917,8/1/2030,2,13,26,9.7,19.4,9.7,19.4,0.15,2.91,22.31
121003002,Mum Roll On Musk 75ml,1,538921,8/1/2030,2,13,26,9.7,19.4,9.7,19.4,0.15,2.91,22.31
121003003,Mum Roll On Rose Pink 75ml,1,538916,8/1/2030,1,13,13,9.7,9.7,9.7,9.7,0.15,1.46,11.16
121003012,Mum Roll On-Ocean Fresh 75 ml,1,515878,8/1/2030,4,13,52,9.7,38.8,9.7,38.8,0.15,5.82,44.62
111001536,Mycoheal 400 mg 3 supp.,8654,540578,8/1/2030,3,12.25,36.75,12.25,36.75,8.17,24.5,0,0,24.5
111001536,Mycoheal 400 mg 3 supp.,9949,507899,8/1/2030,4,12.25,49,12.25,49,7.86,31.44,0,0,31.44
111001536,Mycoheal 400 mg 3 supp.,6161,545120,8/1/2030,1,12.25,12.25,7.86,7.86,7.86,7.86,0,0,7.86
111003198,Myolex Massage Gel 100ml,1,548232,8/1/2030,2,51.3,102.6,28.32,56.64,28.32,56.64,0.15,8.5,65.14
121003029,Nahil  Almond Oil Sweet 125ml,1,472828,8/1/2030,2,39,78,34.25,68.5,34.25,68.5,0.15,10.28,78.78
121014579,Nahil Almond Oil Bitter 125ml,1,511059,8/1/2030,1,45,45,29,29,29,29,0.15,4.35,33.35
121003035,Nahil Anise Tea 30Bags,1,464925,8/1/2030,3,17,51,10.2,30.6,10.2,30.6,0.15,4.59,35.19
121012096,Nahil Castor Oil Banana 60ml,1,515784,8/1/2030,2,12,24,5,10,5,10,0.15,1.5,11.5
121011380,Nahil Massage Oil Lavender 125ml,1,514357,8/1/2030,4,50,200,27.75,111,27.75,111,0.15,16.65,127.65
121021851,Nahil Massage Oil Olive 125ml,1,515785,8/1/2030,1,22,22,10.5,10.5,10.5,10.5,0.15,1.58,12.08
161000271,Nahil Moroccan Natural Soap 300g,1,548104,8/1/2030,2,18,36,10.8,21.6,10.8,21.6,0.15,3.24,24.84
161000272,Nahil Moroccan Natural Soap Wilt Leef 300g,1,548103,8/1/2030,1,22,22,15.86,15.86,15.86,15.86,0.15,2.38,18.24
161000272,Nahil Moroccan Natural Soap Wilt Leef 300g,1,515786,8/1/2030,1,22,22,15.86,15.86,15.86,15.86,0.15,2.38,18.24
121003078,Nahil Olive Oil For Body 125ml,1,511075,8/1/2030,1,17,17,10.5,10.5,10.5,10.5,0.15,1.58,12.08
121003087,Nahil Sesame Oil 125 ml,1,511077,8/1/2030,1,17,17,12.25,12.25,12.25,12.25,0.15,1.84,14.09
121004580,Nahil Tilia Tea 30 Bags,1,447776,8/1/2030,2,16,32,15,30,9.75,19.5,0.15,2.93,22.43
121007711,Nahil Watercress Oil 125ml,1,511078,8/1/2030,1,26,26,16.75,16.75,16.75,16.75,0.15,2.51,19.26
121003092,Nahil Wheat Germ Oil 60 ml,1,511079,8/1/2030,2,58,116,42.15,84.3,42.15,84.3,0.15,12.65,96.95
121010298,Nair Kiwi Spray 200ml,1,500700,8/1/2030,1,23,23,14.5,14.5,14.5,14.5,0.15,2.18,16.68
121010298,Nair Kiwi Spray 200ml,1,534396,8/1/2030,3,23,69,14.5,43.5,14.5,43.5,0.15,6.53,50.03
121003104,Nair Lemon Spray 200ml,1,533066,8/1/2030,1,23,23,14.5,14.5,14.5,14.5,0.15,2.18,16.68
121003105,Nair Lemon Tube,1,500698,8/1/2030,1,14,14,7,7,7,7,0.15,1.05,8.05
121003110,Nair Rose Tube,1,547312,8/1/2030,12,14,168,7,84,7,84,0.15,12.6,96.6
121003111,Nair Sensitive Tube,1,546974,8/1/2030,11,14,154,7,77,7,77,0.15,11.55,88.55
121003111,Nair Sensitive Tube,1,524488,8/1/2030,1,14,14,7,7,7,7,0.15,1.05,8.05
131000169,Nan No 1  400g,1,548544,8/1/2030,6,43.47,260.82,41.07,246.42,41.07,246.42,0.15,36.96,283.38
131000169,Nan No 1  400g,1,521672,8/1/2030,2,43.47,86.94,41,82,41,82,0.15,12.3,94.3
131000170,Nan No 1 800g (Scoop),1,548542,8/1/2030,3,83.5,250.5,79.68,239.04,79.68,239.04,0.15,35.86,274.9
131000171,Nan No 2  400g,1,527222,8/1/2030,1,43.47,43.47,41.5,41.5,41.5,41.5,0.15,6.23,47.73
131000171,Nan No 2  400g,1,522414,8/1/2030,3,43.47,130.41,41,123,41,123,0.15,18.45,141.45
131000171,Nan No 2  400g,1,548543,8/1/2030,2,43.47,86.94,41.07,82.14,41.07,82.14,0.15,12.32,94.46
131000434,Nan No 2 800g (Scoop),1,522415,8/1/2030,2,83.8,167.6,79.65,159.3,79.65,159.3,0.15,23.9,183.2
131000434,Nan No 2 800g (Scoop),1,524129,8/1/2030,1,83.8,83.8,80.53,80.53,80.53,80.53,0.15,12.08,92.61
131000434,Nan No 2 800g (Scoop),1,527224,8/1/2030,1,83.8,83.8,80.53,80.53,80.53,80.53,0.15,12.08,92.61
131000434,Nan No 2 800g (Scoop),1,548532,8/1/2030,3,83.8,251.4,79.68,239.04,79.68,239.04,0.15,35.86,274.9
131000446,Nan No 3  800g (Scoop),1,540439,8/1/2030,2,77.08,154.16,73.3,146.6,73.3,146.6,0.15,21.99,168.59
131000446,Nan No 3  800g (Scoop),1,540415,8/1/2030,1,77.08,77.08,73.3,73.3,73.3,73.3,0.15,11,84.3
131000165,Nan No 3 400g,1,522406,8/1/2030,4,43,172,37.8,151.2,37.8,151.2,0.15,22.68,173.88
131000165,Nan No 3 400g,1,520018,8/1/2030,3,43,129,38.18,114.54,38.18,114.54,0.15,17.18,131.72
131000727,Nan Supreme HA No 3 800gm,1,493702,8/1/2030,1,107,107,100.8,100.8,100.8,100.8,0.15,15.12,115.92
111001542,Naphcon A  Drops,16E4CW,549303,8/1/2030,10,17.25,172.5,17.25,172.5,14.38,143.76,0,0,143.76
111001547,Nasonex 0.05% Spray120 D,100049276,536620,8/1/2030,1,47.55,47.55,47.55,47.55,37.74,37.74,0,0,37.74
111001548,Natrilix 1.5mg S.R 30tab,6094821,540966,8/1/2030,2,27.6,55.2,27.6,55.2,23,46,0,0,46
121018300,Natuania Moraccan Rose Water 100ml,1,515949,8/1/2030,2,22,44,17.16,34.32,17.16,34.32,0.15,5.15,39.47
111004742,Natural Ce Vitamin C 1000mg,0123fvo,523085,8/1/2030,5,22.9,114.5,22.9,114.5,5.73,28.63,0,0,28.63
121020731,Naturania Moroccan Kit,1,515950,8/1/2030,2,30,60,22.5,45,22.5,45,0.15,6.75,51.75
121014199,Nature Bounty Venos Facial Scrub Sandal Wood 600G,1,504506,8/1/2030,3,29,87,20,60,20,60,0.15,9,69
121022018,Ncdpx Insulin Protector Ice Gel Pack,1,535110,8/1/2030,1,95,95,69,69,69,69,0,0,69
111001552,Nebilet 5mg tab,33007A,540594,8/1/2030,2,31.95,63.9,31.95,63.9,26.63,53.25,0,0,53.25
111001562,Neo healar 30gm oint,356,540595,8/1/2030,1,58.85,58.85,58.85,58.85,35.31,35.31,0,0,35.31
111001563,Neo Mercazole tab 5mg 100s,f5016,541333,8/1/2030,1,21.85,21.85,21.85,21.85,18.21,18.21,0,0,18.21
111001565,Neodex eye / ear drops,XX291,546165,8/1/2030,1,10.5,10.5,10.5,10.5,7.35,7.35,0,0,7.35
111001565,Neodex eye / ear drops,CC291,538173,8/1/2030,9,10.5,94.5,10.5,94.5,7.35,66.16,0,0,66.16
111001569,Neorin syrup  2.5mg/5ml   150ml,1154723,538063,8/1/2030,2,22.7,45.4,22.7,45.4,15.13,30.27,0,0,30.27
111001571,Neoxidil  2% spray   60ml,2032204,531049,8/1/2030,1,55.3,55.3,46.09,46.09,46.09,46.09,0,0,46.09
111002521,Neuro B Tab 20s,4UC813,545905,8/1/2030,2,13.45,26.9,13.45,26.9,9.42,18.83,0,0,18.83
