Item No.,Item name,Patch No.,Ascon code,EXPIRY DATE,Qty,sp,TSP,PP,TPP,CP,TCP,Vat,vat value,total cost
121016856,H.S Shampo Charcoal Detox 600ml,1,450629,8/1/2030,1,30,30,18.25,18.25,18.25,18.25,0.15,2.74,20.99
121014527,H.S Shampo Extra Volume 600ml,1,512626,8/1/2030,1,30,30,18.25,18.25,18.25,18.25,0.15,2.74,20.99
121014527,H.S Shampo Extra Volume 600ml,1,500624,8/1/2030,1,30,30,18.25,18.25,18.25,18.25,0.15,2.74,20.99
121019795,H.S Shampoo Supreme Scalp Rejuvenation 400ml,1,515988,8/1/2030,2,22,44,14.5,29,14.5,29,0.15,4.35,33.35
121014806,H.S. 2-1 Smooth Silky 200 ml,1,518841,8/1/2030,5,13,65,6.55,32.75,6.55,32.75,0.15,4.91,37.66
121014919,H.S. Sham Citrus Fresh 200ml,1,524508,8/1/2030,5,13,65,6.55,32.75,6.55,32.75,0.15,4.91,37.66
121014807,H.S. Sham Citrus Fresh 400ml,1,547324,8/1/2030,3,22,66,12.25,36.75,12.25,36.75,0.15,5.51,42.26
121014518,H.S. Sham Citrus Fresh 600ml,1,547325,8/1/2030,3,30,90,18.25,54.75,18.25,54.75,0.15,8.21,62.96
121002090,H.S. Sham Classic Clean 200ml,1,547326,8/1/2030,5,13,65,6.55,32.75,6.55,32.75,0.15,4.91,37.66
121002091,H.S. Sham Classic Clean 400 ml,1,547323,8/1/2030,3,22,66,12.25,36.75,12.25,36.75,0.15,5.51,42.26
121014466,H.S. Sham Dry Scalp Care 200ml,1,512624,8/1/2030,1,13,13,6.25,6.25,6.25,6.25,0.15,0.94,7.19
121016070,H.S. Sham Dry Scalp Care 600ml,1,539306,8/1/2030,1,30,30,18.25,18.25,18.25,18.25,0.15,2.74,20.99
121002093,H.S. Sham Extra Volume 200 ml,1,546847,8/1/2030,6,13,78,5.9,35.4,5.9,35.4,0.15,5.31,40.71
121010870,H.S. Sham Hair Fall Defense (For Men) 400ml,1,500625,8/1/2030,3,22,66,12.75,38.25,12.75,38.25,0.15,5.74,43.99
121002100,H.S. Sham Refrehing / Menthol 200ml,1,547327,8/1/2030,3,13,39,6.55,19.65,6.55,19.65,0.15,2.95,22.6
121013918,H.S. Sham Refreshing / Menthol 600ml,1,533138,8/1/2030,2,30,60,18.25,36.5,18.25,36.5,0.15,5.48,41.98
121014808,H.S. Sham Smooth Silky 400ml,1,515987,8/1/2030,2,22,44,12.75,25.5,12.75,25.5,0.15,3.83,29.33
121014808,H.S. Sham Smooth Silky 400ml,1,462619,8/1/2030,1,22,22,12.75,12.75,12.75,12.75,0.15,1.91,14.66
121014574,H.S. Sham Smooth Silky 600ml,1,500626,8/1/2030,3,30,90,18.25,54.75,18.25,54.75,0.15,8.21,62.96
121018876,H.S. Sham Subzero Freshness 400ml,1,500627,8/1/2030,1,22,22,14.5,14.5,14.5,14.5,0.15,2.18,16.68
121014467,H.S. Sham Total Care 200ml,1,546848,8/1/2030,5,13,65,6.55,32.75,6.55,32.75,0.15,4.91,37.66
121014999,H.S. Sham Total Care 600ml,1,515989,8/1/2030,3,30,90,18.25,54.75,18.25,54.75,0.15,8.21,62.96
121001898,Hair Dal 60 tab,22E081-1,532299,8/1/2030,1,33,33,33,33,23.38,23.38,0,0,23.38
121001909,Hair Scissor 5.5 Gold,1,450142,8/1/2030,5,19,95,19,95,12.35,61.75,0.15,9.26,71.01
121001916,Hairgrow 2% Solution,7225,516826,8/1/2030,1,52.7,52.7,52.7,52.7,29.43,29.43,0,0,29.43
121001917,Hairgrow 5% 50 ml,4654,499105,8/1/2030,1,59.05,59.05,59.05,59.05,25.1,25.1,0,0,25.1
121018319,Happy Heads Lice Comb Small,1,534062,8/1/2030,3,10,30,6.75,20.25,6.75,20.25,0.15,3.04,23.29
111003720,Healax Cream 100g,16553,486129,8/1/2030,1,35,35,35,35,17.16,17.16,0,0,17.16
111004037,Hemagel Procto 10s,V1240624,549225,8/1/2030,1,85.77,85.77,85.77,85.77,62.65,62.65,0,0,62.65
121016363,Herbal Ess Cond Argan Oil Of Morocco 400ml,1,488726,8/1/2030,1,23,23,14.2,14.2,14.2,14.2,0.15,2.13,16.33
121016363,Herbal Ess Cond Argan Oil Of Morocco 400ml,1,548053,8/1/2030,3,23,69,14.2,42.6,14.2,42.6,0.15,6.39,48.99
121001981,Herbal Ess Cond Hello hydration 360ml,1,431697,8/1/2030,1,18,18,14.16,14.16,14.16,14.16,0.15,2.12,16.28
121001981,Herbal Ess Cond Hello hydration 360ml,1,463391,8/1/2030,1,18,18,13.3,13.3,13.3,13.3,0.15,2,15.3
121021363,Herbal Essence Shamp Real Bot Strength 400ml,1,548055,8/1/2030,2,24,48,16.66,33.32,16.66,33.32,0.15,5,38.32
121016679,Herbal Essence Shampo Arabica Coffee Fruit 400ml,1,546691,8/1/2030,2,20,40,14.2,28.4,14.2,28.4,0.15,4.26,32.66
121016794,Herbal Essence Shampo Golden Moringa Oil Smooth 400ml,1,548054,8/1/2030,2,20,40,14.2,28.4,14.2,28.4,0.15,4.26,32.66
121014960,Herbalcolor 6C ASH Medium Blond 135ml,1,433881,8/1/2030,1,49,49,38,38,38,38,0.15,5.7,43.7
131000724,Herbensurina Food Supplement 30g 20 pcs,1,477086,8/1/2030,6,55,330,35.75,214.5,35.75,214.5,0.15,32.18,246.68
151001689,Heroes Silicone Putty Ear Plugs,1,472552,8/1/2030,3,50,150,24,72,24,72,0.15,10.8,82.8
111003571,Herox 20mg 1 Tab,4vz112,540558,8/1/2030,2,20,40,20,40,12,24,0,0,24
111003571,Herox 20mg 1 Tab,4VZ121,545663,8/1/2030,10,20,200,20,200,12,120.01,0,0,120.01
111003572,Herox 5mg 30 Tab,4VV109,541045,8/1/2030,2,186.8,373.6,186.8,373.6,125.08,250.16,0,0,250.16
121016325,Himalaya Anti Dandruf Hair Cream 140ml,1,548216,8/1/2030,3,11,33,6.65,19.95,6.65,19.95,0.15,2.99,22.94
121019191,Himalaya Anti Hair Fall Cream 140ml,1,548217,8/1/2030,3,11,33,6.65,19.95,6.65,19.95,0.15,2.99,22.94
121009685,Himalaya Clear Complexion Whitening Face Wash 150ml,1,548218,8/1/2030,3,33,99,19.5,58.5,19.5,58.5,0.15,8.78,67.28
121019920,Himalaya Detoxify Charcoal Facial Wash 150ml,1,533538,8/1/2030,1,33,33,19.5,19.5,19.5,19.5,0.15,2.93,22.43
121002049,Himalaya Gentle Exf Apricot Scrub 150g,1,515909,8/1/2030,2,33,66,19,38,19,38,0.15,5.7,43.7
121002049,Himalaya Gentle Exf Apricot Scrub 150g,1,548219,8/1/2030,3,33,99,18.5,55.5,18.5,55.5,0.15,8.33,63.83
121013929,Himalaya Gentle Exfo Daily Face Wash Apricort Aloe vera 150ml,1,548220,8/1/2030,3,33,99,19.5,58.5,19.5,58.5,0.15,8.78,67.28
121015553,Himalaya Moisturizing Aloe Vera Face Wash 150ml,1,548221,8/1/2030,3,33,99,21,63,21,63,0.15,9.45,72.45
121016432,Himalaya Moisturizing Cucumber Almond Peel Off mask 150,1,515910,8/1/2030,5,31,155,18.71,93.55,18.71,93.55,0.15,14.03,107.58
121002056,Himalaya Neem Foam Facial Wash 150g,1,547956,8/1/2030,6,37,222,21,126,21,126,0.15,18.9,144.9
121002060,Himalaya Nourshing Skin Cream 50ml,1,548222,8/1/2030,3,10,30,4.7,14.1,4.7,14.1,0.15,2.12,16.22
121019924,Himalaya Soap Neem Turmeric Offer 6x1 packet 125gm,1,462549,8/1/2030,2,20,40,10.13,20.26,10.13,20.26,0.15,3.04,23.3
111003195,Hi-Quin 2% Cream,2d0238,514633,8/1/2030,3,23,69,23,69,14.72,44.16,0,0,44.16
111002903,Hi-Quin 4% Cream,AM0181,545726,8/1/2030,4,29.25,117,29.25,117,18.77,75.08,0,0,75.08
111002903,Hi-Quin 4% Cream,AN0195,527949,8/1/2030,1,29.25,29.25,29.25,29.25,16.25,16.25,0,0,16.25
111001142,Histofen syrup,23DL14,540655,8/1/2030,3,22.65,67.95,22.65,67.95,15.1,45.3,0,0,45.3
111001142,Histofen syrup,23dj96,525504,8/1/2030,2,22.65,45.3,22.65,45.3,15.73,31.46,0,0,31.46
111001142,Histofen syrup,23dh33,510688,8/1/2030,1,22.65,22.65,22.65,22.65,15.1,15.1,0,0,15.1
111001145,Histop 20tab,2005226,549227,8/1/2030,9,6.9,62.1,6.9,62.1,5.75,51.75,0,0,51.75
141000716,Huggies Malibu New Born ND (1) 4x21,1,517961,8/1/2030,1,24,24,18.68,18.68,18.68,18.68,0.15,2.8,21.48
141000801,Huggies Pant No 6 2x40 Jumbo,1,453290,8/1/2030,1,74,74,58.85,58.85,58.85,58.85,0.15,8.83,67.68
141000791,Huggies T4 EC Jumbo 5 2x60,1,517955,8/1/2030,3,86,258,76.25,228.75,61,183,0.15,27.45,210.45
141000784,Huggies T4 S4+Extra Care Jumbo 2x64,1,517954,8/1/2030,1,86,86,76.25,76.25,63.54,63.54,0.15,9.53,73.07
141000782,Huggies T4 S5 Extra Care Jumbo Box 76x1,1,517964,8/1/2030,2,102,204,89.3,178.6,74.42,148.83,0.15,22.32,171.15
131000506,Humana Bebemil No.1 900g,1,540028,8/1/2030,1,79,79,64.3,64.3,64.3,64.3,0.15,9.65,73.95
131000506,Humana Bebemil No.1 900g,1,515206,8/1/2030,1,79,79,61.3,61.3,61.3,61.3,0.15,9.2,70.5
131000498,Humana Bebemil No.2 400g,1,532133,8/1/2030,2,39.13,78.26,33.26,66.52,33.26,66.52,0.15,9.98,76.5
131000499,Humana Bebemil No.2 900g,1,471919,8/1/2030,1,79,79,68.5,68.5,68.5,68.5,0.15,10.28,78.78
131000499,Humana Bebemil No.2 900g,1,548826,8/1/2030,2,79,158,64.31,128.61,64.31,128.61,0.15,19.29,147.9
131000500,Humana Bebemil No.3 400g,1,527235,8/1/2030,1,39.13,39.13,33.26,33.26,33.26,33.26,0.15,4.99,38.25
131000501,Humana Bebemil No.3 900g,1,548827,8/1/2030,2,79,158,64.31,128.61,64.31,128.61,0.15,19.29,147.9
111004723,Hydra Soft Moist Cream 100ml,1,515560,8/1/2030,3,38,114,38,114,15.2,45.6,0.15,6.84,52.44
111001153,Hyfresh 2mg/ml opthalmic sol 10ml/bt.,BC0180,543912,8/1/2030,4,34.15,136.6,34.15,136.6,23.91,95.63,0,0,95.63
111004069,Hyfresh Eye Gel UD 3MG/ML,FC216,540684,8/1/2030,2,46.1,92.2,46.1,92.2,33.43,66.85,0,0,66.85
111001156,Hylo Comod 0.1% Drops,308924,527954,8/1/2030,1,43.15,43.15,43.15,43.15,35.96,35.96,0,0,35.96
111001156,Hylo Comod 0.1% Drops,308500,525536,8/1/2030,1,43.15,43.15,43.15,43.15,35.96,35.96,0,0,35.96
111003028,Hymox Bid 875mg 14Tab,1153389,531018,8/1/2030,2,49.5,99,34.65,69.3,34.65,69.3,0,0,69.3
111001157,Hymox caps 250 mg blst 20  p,1140668,487527,8/1/2030,2,20.2,40.4,20.2,40.4,13.97,27.94,0,0,27.94
111001157,Hymox caps 250 mg blst 20  p,1140668,544923,8/1/2030,1,20.2,20.2,13.47,13.47,13.47,13.47,0,0,13.47
111001158,Hymox caps 500 mg blst 20   p,1153382,541322,8/1/2030,2,40.4,80.8,40.4,80.8,17.78,35.55,0,0,35.55
111001158,Hymox caps 500 mg blst 20   p,1148639,544922,8/1/2030,1,40.4,40.4,19.86,19.86,19.86,19.86,0,0,19.86
111001163,Hymox syr 125 mg / 5ml 100ml   p,1152177,541047,8/1/2030,1,12.55,12.55,12.55,12.55,10.46,10.46,0,0,10.46
111001164,Hymox syr 250 mg / 5ml 100 ml   p,1144832,520652,8/1/2030,1,25.05,25.05,25.05,25.05,20.04,20.04,0,0,20.04
111001164,Hymox syr 250 mg / 5ml 100 ml   p,1144815,521520,8/1/2030,1,25.05,25.05,25.05,25.05,16.03,16.03,0,0,16.03
151001477,I Care Nebulizer TD 7001 (ARFAJ),1,459286,8/1/2030,1,195,195,85,85,85,85,0,0,85
151000550,I.V. Infusion Set 21 g  X 1.5,1,441425,8/1/2030,16,3,48,0.75,12,0.75,12,0,0,12
121020716,il Salone Prot Glorious Shampo Damage 500ml,1,517633,8/1/2030,1,65.22,65.22,35.21,35.21,35.21,35.21,0.15,5.28,40.49
151001632,I-M Ankle Support 901,1,428504,8/1/2030,14,30,420,15,210,15,210,0,0,210
151001632,I-M Ankle Support 901,1,452787,8/1/2030,1,30,30,13.39,13.39,13.39,13.39,0,0,13.39
151001638,I-M Arm Sling 302,1,452788,8/1/2030,1,35,35,16.23,16.23,16.23,16.23,0,0,16.23
151001638,I-M Arm Sling 302,1,452266,8/1/2030,3,35,105,17,51,17,51,0,0,51
151001657,I-M Deluxe Lumbar Support EB 510 3XL +4XL,1,513441,8/1/2030,1,130,130,80,80,80,80,0,0,80
151001657,I-M Deluxe Lumbar Support EB 510 3XL +4XL,1,471866,8/1/2030,1,130,130,73,73,73,73,0,0,73
121018771,I-M Deluxe Lumbar Support EB 510 M+L+XL+XXL,1,452265,8/1/2030,2,120,240,73,146,73,146,0,0,146
161000335,I-M Elastic Elbow Support ES-201,1,438905,8/1/2030,6,30,180,15,90,15,90,0,0,90
161000335,I-M Elastic Elbow Support ES-201,1,452790,8/1/2030,2,30,60,12.5,25,12.5,25,0,0,25
161000336,I-M Elastic Wrist Thumb Support ES-403,1,488370,8/1/2030,2,35,70,15,30,15,30,0,0,30
121016319,I-M Knee Support,1,548807,8/1/2030,3,30,90,15,45,15,45,0,0,45
121016319,I-M Knee Support,9999999999,548814,8/1/2030,3,30,90,15,45,15,45,0,0,45
151001641,I-m Lumbar Support 501,1,452792,8/1/2030,1,150,150,75,75,75,75,0,0,75
121019250,I-M OH102 Clavicle Brace,1,441431,8/1/2030,1,150,150,70,70,70,70,0,0,70
151001637,I-M Open Knee Support 704,1,435397,8/1/2030,4,35,140,18,72,18,72,0,0,72
161000337,I-M Silicone Heel Cup,1,498875,8/1/2030,2,75,150,45,90,45,90,0,0,90
151001680,I-M Thumb Splint AS-303,1,437845,8/1/2030,3,35,105,19,57,19,57,0,0,57
151001721,I-m Wrist Embrace W Stand 309,1,451735,8/1/2030,2,45,90,24,48,24,48,0,0,48
151001633,I-M Wrist Suuport,1,471532,8/1/2030,1,35,35,15,15,15,15,0,0,15
151001633,I-M Wrist Suuport,1,468956,8/1/2030,7,35,245,20,140,20,140,0,0,140
151001633,I-M Wrist Suuport,1,459292,8/1/2030,1,35,35,17,17,17,17,0,0,17
111001180,Imodium 2mg 6Caps,24AQ110,549291,8/1/2030,10,6.45,64.5,6.45,64.5,5.38,53.75,0,0,53.75
111003955,Imodium Instants 2mg 12 cap,3LV0931,549292,8/1/2030,3,22.35,67.05,22.35,67.05,18.63,55.88,0,0,55.88
111002770,Inderal 10mg 50Tap,SM422,547537,8/1/2030,1,20,20,16.67,16.67,16.67,16.67,0,0,16.67
111001182,Inderal 40mg 50 tab,SN055,547538,8/1/2030,1,40,40,33.34,33.34,33.34,33.34,0,0,33.34
111001183,Indicardin 10mg 50 tab,456234,541541,8/1/2030,1,7,7,5.83,5.83,5.83,5.83,0,0,5.83
121016004,Inno Condom Dotted 12pcs,1,539060,8/1/2030,5,30,150,10.5,52.5,10.5,52.5,0,0,52.5
121016007,Inno Condom Dotted 3pcs,1,534063,8/1/2030,1,12,12,4,4,4,4,0,0,4
111001201,Ionil T Shampoo,2008209,483116,8/1/2030,1,84,84,84,84,70.01,70.01,0.15,10.5,80.51
131000735,Isilac no2 400g,1,532135,8/1/2030,3,39.09,117.26,35.18,105.54,35.18,105.54,0.15,15.83,121.37
131000736,Isilac no3 400g,1,548541,8/1/2030,3,39.09,117.26,35.18,105.54,35.18,105.54,0.15,15.83,121.37
111001207,Isobid 20mg 20 cap,24DA95,549293,8/1/2030,1,16.4,16.4,16.4,16.4,13.67,13.67,0,0,13.67
111001207,Isobid 20mg 20 cap,23DM02,547539,8/1/2030,1,16.4,16.4,13.67,13.67,13.67,13.67,0,0,13.67
151001615,Isopropyl Alcohol 70%v/v Solution 120ml,1,468958,8/1/2030,2,10,20,5.25,10.5,5.25,10.5,0,0,10.5
151001615,Isopropyl Alcohol 70%v/v Solution 120ml,1,541009,8/1/2030,2,10,20,5.25,10.5,5.25,10.5,0,0,10.5
121016149,Isopropyl Alcohol 70%v/v Solution 250ml,1,504957,8/1/2030,3,15,45,8.75,26.25,8.75,26.25,0,0,26.25
121011097,Ita Color Brush 720,1,273528,8/1/2030,5,6,30,6,30,3,15,0.15,2.25,17.25
111003301,Ivarin 10 mg 30 Tab,3ZL217,527958,8/1/2030,1,75.65,75.65,75.65,75.65,46.99,46.99,0,0,46.99
111003302,Ivarin 20 mg 30 Tab,4ZM322,526705,8/1/2030,1,128.3,128.3,128.3,128.3,98.79,98.79,0,0,98.79
111003302,Ivarin 20 mg 30 Tab,4ZM328,527959,8/1/2030,1,128.3,128.3,128.3,128.3,85.82,85.82,0,0,85.82
121002246,J 24h Body Cream 200ml 31313,1,533046,8/1/2030,4,21.95,87.8,8.5,34,8.5,34,0.15,5.1,39.1
121002161,J 24HR Moist Soft Crm 200ml 31245,1,472951,8/1/2030,1,15,15,8,8,8,8,0.15,1.2,9.2
121015590,J B Extra Sensitive wipes 3+1,1,538767,8/1/2030,2,50,100,33,66,33,66,0.15,9.9,75.9
121016639,J B No More Tangles Kids Shampo 300ml,1,534031,8/1/2030,1,26,26,18.08,18.08,18.08,18.08,0.15,2.71,20.79
121016472,J B Oil Aloe Vera 500ml,1,515617,8/1/2030,3,55,165,34.5,103.5,34.5,103.5,0.15,15.53,119.03
121002190,J B Oil Regular 500ml 31258,1,505231,8/1/2030,2,47.85,95.7,47.85,95.7,47.85,95.7,0.15,14.36,110.06
121002190,J B Oil Regular 500ml 31258,1,529092,8/1/2030,3,47.85,143.55,20.35,61.05,20.35,61.05,0.15,9.16,70.21
121016483,J B Wipes 72 Gentle All Over,1,496436,8/1/2030,4,23,92,10,40,10,40,0.15,6,46
121011309,J B WIPES EXTRA SENSITIVE 2+1 168,1,547410,8/1/2030,2,38,76,25,50,25,50,0.15,7.5,57.5
121016783,J B Wipes Gentle All Over 2+1 216 wipes,1,513220,8/1/2030,1,44,44,26.4,26.4,26.4,26.4,0.15,3.96,30.36
121016783,J B Wipes Gentle All Over 2+1 216 wipes,1,547411,8/1/2030,3,44,132,25,75,25,75,0.15,11.25,86.25
121005566,J B. 24H Moist Body Cream 300ml 31280,1,517287,8/1/2030,1,31.36,31.36,15,15,15,15,0.15,2.25,17.25
121005566,J B. 24H Moist Body Cream 300ml 31280,1,510279,8/1/2030,1,31.36,31.36,31.36,31.36,31.36,31.36,0.15,4.7,36.06
121005566,J B. 24H Moist Body Cream 300ml 31280,1,547412,8/1/2030,1,31.36,31.36,15,15,15,15,0.15,2.25,17.25
121002167,J B. Bed time Oil 300ml 31115,1,524823,8/1/2030,3,46,138,29.3,87.9,29.3,87.9,0.15,13.19,101.09
121002168,J B. Bed time Powder 200g 31116,1,506005,8/1/2030,2,22,44,14.5,29,14.5,29,0.15,4.35,33.35
121002169,J B. Bed Time Powder 500g 31117,1,506006,8/1/2030,4,44,176,29.3,117.2,29.3,117.2,0.15,17.58,134.78
121009754,J B. Fresh Powder 200ml 31028,1,504599,8/1/2030,1,22,22,14.5,14.5,14.5,14.5,0.15,2.18,16.68
121009754,J B. Fresh Powder 200ml 31028,1,457963,8/1/2030,1,22,22,14.5,14.5,14.5,14.5,0.15,2.18,16.68
121002189,J B. Oil Regular 200ml 31252,1,547409,8/1/2030,1,30,30,11,11,11,11,0.15,1.65,12.65
121002192,J B. Powder 200g 31277,1,505232,8/1/2030,2,18.95,37.9,18.95,37.9,18.95,37.9,0.15,5.69,43.59
121002193,J B. Powder 500g 31281,1,476539,8/1/2030,4,36,144,15,60,15,60,0.15,9,69
121002200,J B. Shampoo 200ml 31004,1,546711,8/1/2030,6,15,90,6.7,40.2,6.7,40.2,0.15,6.03,46.23
121002200,J B. Shampoo 200ml 31004,1,514386,8/1/2030,1,15,15,6.9,6.9,6.9,6.9,0.15,1.04,7.94
121002203,J B. Shampoo 500ml 31025,1,518868,8/1/2030,5,34,170,14,70,14,70,0.15,10.5,80.5
121016365,J B. Shampoo 750ml,1,533033,8/1/2030,5,42,210,17.5,87.5,17.5,87.5,0.15,13.13,100.63
121016365,J B. Shampoo 750ml,1,500691,8/1/2030,1,42,42,17.5,17.5,17.5,17.5,0.15,2.63,20.13
121016365,J B. Shampoo 750ml,1,505233,8/1/2030,1,42,42,42,42,42,42,0.15,6.3,48.3
121002229,J Baby Bath 200ml 31077,1,547328,8/1/2030,3,22,66,14.25,42.75,14.25,42.75,0.15,6.41,49.16
121002235,J Baby Jelly 100g 31732,1,475213,8/1/2030,3,10,30,6,18,6,18,0.15,2.7,20.7
121002236,J Baby Jelly 250g 31733,1,515616,8/1/2030,4,16,64,10.5,42,10.5,42,0.15,6.3,48.3
121002236,J Baby Jelly 250g 31733,1,547329,8/1/2030,3,16,48,10,30,10,30,0.15,4.5,34.5
121002237,J Baby Oil Blossom Gel 200ml 31255,1,518937,8/1/2030,7,32,224,20.5,143.5,20.5,143.5,0.15,21.53,165.03
121021416,J Baby Powder Natural 99% 200gm,1,504601,8/1/2030,1,22,22,14.66,14.66,14.66,14.66,0.15,2.2,16.86
121021415,J Baby Powder Natural Aloe vitamin E 200gm,1,504600,8/1/2030,3,27,81,17.21,51.63,17.21,51.63,0.15,7.74,59.37
121002247,J Body Wash 250ml 31235,1,547330,8/1/2030,2,16,32,11.25,22.5,11.25,22.5,0.15,3.38,25.88
121008109,J C Blackhead Clastring Astring 200ml 31064,1,466467,8/1/2030,1,27,27,18.5,18.5,18.5,18.5,0.15,2.78,21.28
121002257,J C Deep Action Cream150ml 31059,1,547321,8/1/2030,3,32,96,19.07,57.21,19.07,57.21,0.15,8.58,65.79
121009261,J C/F Cotton Mega Pack 76s 31725,1,457082,8/1/2030,1,35,35,23.75,23.75,23.75,23.75,0.15,3.56,27.31
121002283,J Cleancing Facial wipes 25s 31247,1,544988,8/1/2030,3,34,102,21,63,21,63,0.15,9.45,72.45
121002285,J Cotton balls 50s 31436,1,517283,8/1/2030,4,13,52,8.2,32.8,8.2,32.8,0.15,4.92,37.72
121002285,J Cotton balls 50s 31436,1,546713,8/1/2030,6,13,78,8.2,49.2,8.2,49.2,0.15,7.38,56.58
121002286,J Cotton Buds 100P 31429,1,506009,8/1/2030,5,14.45,72.25,7,35,7,35,0.15,5.25,40.25
121002287,J Cotton Buds 200P 31430,1,506010,8/1/2030,6,28,168,13,78,13,78,0.15,11.7,89.7
121002287,J Cotton Buds 200P 31430,1,457415,8/1/2030,1,22,22,12,12,12,12,0.15,1.8,13.8
121002288,J Cotton Make Up Pads 80s 31435,2,448940,8/1/2030,4,11,44,9,36,5.85,23.4,0.15,3.51,26.91
121002289,J Cotton Wool 80g 31437,1,474901,8/1/2030,1,15,15,9.1,9.1,9.1,9.1,0.15,1.37,10.47
121018215,J Kids Body Wash Bubble Bath 300ml,1,547334,8/1/2030,3,38,114,24.5,73.5,24.5,73.5,0.15,11.03,84.53
121008886,J Neu Visibly Clear Blachead 31815,1,515993,8/1/2030,2,39,78,20,40,20,40,0.15,6,46
121013834,J Neu Visibly Clear Facial Wash Pink GPFR 200ml 56426,1,457754,8/1/2030,1,39,39,20,20,20,20,0.15,3,23
121013834,J Neu Visibly Clear Facial Wash Pink GPFR 200ml 56426,1,534032,8/1/2030,2,39,78,16,32,16,32,0.15,4.8,36.8
121013834,J Neu Visibly Clear Facial Wash Pink GPFR 200ml 56426,1,547337,8/1/2030,6,39,234,16,96,16,96,0.15,14.4,110.4
121014805,J Neut Deep Clean Gel Wash 200ml,1,515990,8/1/2030,1,39,39,18,18,18,18,0.15,2.7,20.7
121014805,J Neut Deep Clean Gel Wash 200ml,1,513227,8/1/2030,6,39,234,18,108,18,108,0.15,16.2,124.2
121016192,J Neut Visibly Clear Pink Grapefruit Daily Scrub 150ml,1,513234,8/1/2030,1,39,39,20,20,20,20,0.15,3,23
121018923,J Neut Visibly Clear Pink Grapefruit Daily Scrub 200ml,1,452924,8/1/2030,1,48,48,19,19,19,19,0.15,2.85,21.85
121012171,J Neut Visibly Clear Pore & Shine Daily Scrub 150ml 56328,1,515991,8/1/2030,1,39,39,20,20,20,20,0.15,3,23
121012170,J Neut Visibly Clear Pore & Shine Daily Wash 200ml 56327,1,485161,8/1/2030,2,39,78,18,36,18,36,0.15,5.4,41.4
121012170,J Neut Visibly Clear Pore & Shine Daily Wash 200ml 56327,1,473313,8/1/2030,4,39,156,18,72,18,72,0.15,10.8,82.8
121002357,J Oil Aloe Vera 300ml 31250,1,524788,8/1/2030,2,40,80,27.5,55,27.5,55,0.15,8.25,63.25
121002385,J Regular Soap 125g,1,539308,8/1/2030,6,7,42,3.2,19.2,3.2,19.2,0.15,2.88,22.08
121010530,J.B 24H Moisture Hand Cream 75ml 31729,1,500660,8/1/2030,3,16,48,10.66,31.98,10.66,31.98,0.15,4.8,36.78
121017057,J.B Chamomile Baby Shampo 500ml,1,496435,8/1/2030,2,43,86,23.5,47,23.5,47,0.15,7.05,54.05
121015003,J.Casanova Blue Body Splash Tease Me 235ml,1,548143,8/1/2030,1,18,18,14.5,14.5,14.5,14.5,0.15,2.18,16.68
121011716,J.Casanova Blue Hair Cream Amla 300g,1,548144,8/1/2030,3,12,36,8.2,24.6,8.2,24.6,0.15,3.69,28.29
121011713,J.Casanova Blue Hair Food Natural 150g,1,469320,8/1/2030,2,13,26,8,16,8,16,0.15,2.4,18.4
121018544,Jadayel Hair Oil Repairing & Breakage130ml,1,509090,8/1/2030,2,75,150,49,98,49,98,0.15,14.7,112.7
121021726,Jadayel Hair Oil Sealer Renewal 130ml,1,511055,8/1/2030,2,75,150,49.5,99,49.5,99,0.15,14.85,113.85
121016829,Jadayel Hair Tonic 130 ML,1,504803,8/1/2030,1,75,75,49,49,49,49,0.15,7.35,56.35
111003988,Jalra m 50/1000 mg 60 Tab,A00UU4,536720,8/1/2030,1,98.7,98.7,98.7,98.7,81.74,81.74,0,0,81.74
111003875,Jamieson Calcium 500mg+vitamin d3 1000,7866591,541048,8/1/2030,2,49.5,99,49.5,99,35.89,71.78,0,0,71.78
111004006,Jamieson Cranberry Caps 60 Caps,P0115,486912,8/1/2030,1,129,129,129,129,106.57,106.57,0,0,106.57
111003550,Jamieson D 400IU 10mg 90 Tab,7280431,523973,8/1/2030,2,49.5,99,49.5,99,35.89,71.78,0,0,71.78
111004007,Jamieson Flushield 20 Softgels,7283363,502350,8/1/2030,1,98,98,74.14,74.14,74.14,74.14,0,0,74.14
111004007,Jamieson Flushield 20 Softgels,7283363,504414,8/1/2030,2,98,196,74.14,148.28,74.14,148.28,0,0,148.28
111004011,Jamieson Green Tea Plus Acv 90 caps,1,509211,8/1/2030,1,185,185,185,185,160.88,160.88,0,0,160.88
111004011,Jamieson Green Tea Plus Acv 90 caps,7645311,538656,8/1/2030,3,185,555,134.07,402.21,134.07,402.21,0,0,402.21
111004005,Jamieson Laxaco 60 Caps,7657835,519527,8/1/2030,1,75,75,75,75,65.22,65.22,0,0,65.22
111003741,Jamieson Melatonin 3mg 100Tab,7309633,506121,8/1/2030,2,171,342,171,342,129.37,258.74,0,0,258.74
111004363,Jamieson Melatonin 5mg 30 tab,7908871,540886,8/1/2030,1,66,66,66,66,47.85,47.85,0,0,47.85
111003742,Jamieson Salmon Oil Omega-3 90Cap,1,509205,8/1/2030,1,142,142,142,142,123.48,123.48,0,0,123.48
111003872,Jamieson Selenium 50mg 100 Tab,7897349,540688,8/1/2030,2,23,46,23,46,16.68,33.35,0,0,33.35
