Item No.,Item name,Patch No.,Ascon code,EXPIRY DATE,Qty,sp,TSP,PP,TPP,CP,TCP,Vat,vat value,total cost
111004064,Jamieson Vitamin d3 1000 Iu 100 tab,7866595,529159,8/1/2030,1,55,55,55,55,45.84,45.84,0,0,45.84
111003744,Jamieson Zinc 10mg 100tab,7704027,519520,8/1/2030,1,55,55,55,55,45.84,45.84,0,0,45.84
111003744,Jamieson Zinc 10mg 100tab,7867670,540690,8/1/2030,3,55,165,55,165,39.88,119.63,0,0,119.63
111003744,Jamieson Zinc 10mg 100tab,7867670,538600,8/1/2030,1,55,55,55,55,45.84,45.84,0,0,45.84
111003145,Janumet 50/850mg 56Tab,1779418,536346,8/1/2030,2,110,220,110,220,95.66,191.31,0,0,191.31
111002809,Januvia 100mg 28Tab,1000060437,527963,8/1/2030,1,105.25,105.25,105.25,105.25,91.53,91.53,0,0,91.53
111003673,Jardiance 10mg 30tab,23e2247,512717,8/1/2030,2,159,318,159,318,138.27,276.53,0,0,276.53
111003674,Jardiance 25mg 30tab,23K2103,536703,8/1/2030,1,159,159,159,159,138.27,138.27,0,0,138.27
111003674,Jardiance 25mg 30tab,23a2416,544925,8/1/2030,1,159,159,138.27,138.27,138.27,138.27,0,0,138.27
121017827,Jasika Nail Polish Remover,1,415506,8/1/2030,27,15,405,9,243,9,243,0.15,36.45,279.45
121020510,Jasper Therapeutic Diabetic Socks Free Size,1,461557,8/1/2030,1,65,65,41.6,41.6,41.6,41.6,0,0,41.6
121016835,Jb Dream Cologne 100ml,1,533029,8/1/2030,3,16,48,9,27,9,27,0.15,4.05,31.05
121016445,Jb Morning Dew Cologne 100ml,1,533030,8/1/2030,3,16,48,9,27,9,27,0.15,4.05,31.05
121016443,Jb Morning Dew Cologne 200ml,1,500690,8/1/2030,2,29,58,16.5,33,16.5,33,0.15,4.95,37.95
121012909,JB Wipes Extra Sensitive Ff 56s 56304,1,537820,8/1/2030,3,19,57,11.6,34.8,11.6,34.8,0.15,5.22,40.02
121002451,Jergens Lotion Soothing aloe 400ml,1,501063,8/1/2030,4,28,112,17,68,17,68,0.15,10.2,78.2
121015733,JH Vita-Rich Nourishing Body Lotion 250ml,1,515635,8/1/2030,3,18,54,10.85,32.55,10.85,32.55,0.15,4.88,37.43
121015627,JH Vita-Rich Replenishing Raspberry Body Lotion 400ml,1,515619,8/1/2030,7,23,161,15.1,105.7,15.1,105.7,0.15,15.86,121.56
121012176,JH Vita-Rich Smoothing Papaya Body Wash 250ml 56339,1,547331,8/1/2030,3,16,48,11.25,33.75,11.25,33.75,0.15,5.06,38.81
121012178,JH Vita-Rich Smoothing Papaya Body Wash 400ml 56340,1,533436,8/1/2030,3,23,69,14.86,44.58,14.86,44.58,0.15,6.69,51.27
121012178,JH Vita-Rich Smoothing Papaya Body Wash 400ml 56340,1,500663,8/1/2030,1,23,23,14.36,14.36,14.36,14.36,0.15,2.15,16.51
121012180,JH Vita-Rich Soothing Rose Water Body Wash 400ml 56344,1,547332,8/1/2030,3,23,69,14.86,44.58,14.86,44.58,0.15,6.69,51.27
121018485,JOHNOSON  FACE WIPES ROSE WATER WOPES 25 PCS,1,544991,8/1/2030,2,34,68,24,48,24,48,0.15,7.2,55.2
121021847,Johnson Body Lotion Yogurt Honey Oats 250ml,1,515620,8/1/2030,1,16,16,10.85,10.85,10.85,10.85,0.15,1.63,12.48
121019183,Johnson Body Wash Raspberry 250ml,1,546800,8/1/2030,2,16,32,11.25,22.5,11.25,22.5,0.15,3.38,25.88
121019480,Johnson Body Wash Yogurt Honey Oats 250ml,1,547333,8/1/2030,2,17,34,11.25,22.5,11.25,22.5,0.15,3.38,25.88
121020613,Johnson Intense Body Lotion 250 ml,1,515631,8/1/2030,3,19,57,11.97,35.91,11.97,35.91,0.15,5.39,41.3
121019594,Johnson Intense Body Lotion 400ml,1,515632,8/1/2030,3,27,81,16.59,49.77,16.59,49.77,0.15,7.47,57.24
121019595,Johnson Oil In Body Lotion Almond Oil Argan 400ml,1,515634,8/1/2030,3,25,75,15.1,45.3,15.1,45.3,0.15,6.8,52.1
121019626,Johnson Skin Balance Face Body Cream 200ml,1,505228,8/1/2030,5,24.5,122.5,24.5,122.5,24.5,122.5,0.15,18.38,140.88
121019627,Johnson Skin Balance Face Body Cream 300ml,1,443783,8/1/2030,1,33,33,20.5,20.5,20.5,20.5,0.15,3.08,23.58
121019627,Johnson Skin Balance Face Body Cream 300ml,1,505229,8/1/2030,3,33.7,101.1,33.7,101.1,33.7,101.1,0.15,15.17,116.27
121019593,Johnson Skin Balance Lotion 250ml,1,515614,8/1/2030,3,16,48,11.97,35.91,11.97,35.91,0.15,5.39,41.3
121019620,Johnson Skin Balance Sorbet Body Cream 200ml,1,515615,8/1/2030,6,23,138,17,102,17,102,0.15,15.3,117.3
121016615,Johnsons Ultimate clean wipes 3+1 free 192 wips,1,534240,8/1/2030,5,50,250,33.73,168.65,33.73,168.65,0.15,25.3,193.95
111003701,Jointace Collagen 60 Tab,165479A,538248,8/1/2030,2,54.6,109.2,54.6,109.2,39.59,79.18,0,0,79.18
121002459,Jolen Cream Bleach 28g,1,548231,8/1/2030,6,20,120,14.5,87,14.5,87,0.15,13.05,100.05
111001225,Jospan Syrup 100 ml,200623,519438,8/1/2030,2,39.75,79.5,39.75,79.5,0,0,0,0,0
111001225,Jospan Syrup 100 ml,201022,501898,8/1/2030,7,39.75,278.25,39.75,278.25,1.29,9.06,0,0,9.06
111004268,JP Cranberry 60 cap,bg0116,540564,8/1/2030,2,70,140,70,140,42.84,85.68,0,0,85.68
111004192,Jp Melatonin 5mg 100 tab,BB0138,536364,8/1/2030,1,159,159,159,159,96.54,96.54,0,0,96.54
111004297,Jp Melatonin 5mg 60 Tab,ak0015,530070,8/1/2030,1,99,99,64.8,64.8,64.8,64.8,0,0,64.8
111004297,Jp Melatonin 5mg 60 Tab,AM0493,540692,8/1/2030,2,99,198,99,198,60.59,121.18,0,0,121.18
111004265,JP Natural E 400 MG CAP,BB0065,543641,8/1/2030,2,36.3,72.6,36.3,72.6,21.78,43.56,0,0,43.56
121016994,JP Omega 3 567mg 60 caps,AN0298,527966,8/1/2030,2,110,220,110,220,93.5,187,0,0,187
111003983,Jp Valerian 250mg,ae0080,523979,8/1/2030,2,69,138,69,138,45.16,90.32,0,0,90.32
111001230,Julmentin 457mg/5ml susp,4701,549294,8/1/2030,3,24,72,24,72,12.6,37.8,0,0,37.8
121002460,Just For Me Coarse (Zawraa),1,510189,8/1/2030,1,45,45,22,22,22,22,0.15,3.3,25.3
121002460,Just For Me Coarse (Zawraa),1,515595,8/1/2030,1,45,45,22,22,22,22,0.15,3.3,25.3
121002460,Just For Me Coarse (Zawraa),1,547257,8/1/2030,6,45,270,22,132,22,132,0.15,19.8,151.8
121002461,Just For Me Regular (Zawraa),1,539542,8/1/2030,4,45,180,22,88,22,88,0.15,13.2,101.2
111001243,K Jelly 115g,1373047,531015,8/1/2030,1,32,32,18.33,18.33,18.33,18.33,0,0,18.33
111001243,K Jelly 115g,1374034,540885,8/1/2030,3,32,96,32,96,16.14,48.43,0,0,48.43
121002468,K-2000  Blacks 303/4 Dark chestnut,1,512728,8/1/2030,1,20,20,10.8,10.8,10.8,10.8,0.15,1.62,12.42
121002468,K-2000  Blacks 303/4 Dark chestnut,1,476541,8/1/2030,3,20,60,10.8,32.4,10.8,32.4,0.15,4.86,37.26
121002468,K-2000  Blacks 303/4 Dark chestnut,1,482043,8/1/2030,3,20,60,10.8,32.4,10.8,32.4,0.15,4.86,37.26
121002471,K-2000  Browns 305/4 Light Chestnut,1,500727,8/1/2030,2,20,40,10.8,21.6,10.8,21.6,0.15,3.24,24.84
121002472,K-2000  Browns 306/7 Chocolate Brwn,1,512737,8/1/2030,1,20,20,10.8,10.8,10.8,10.8,0.15,1.62,12.42
121007200,K-2000 308/0 Light Blonde,1,470009,8/1/2030,4,20,80,9.5,38,9.5,38,0.15,5.7,43.7
121007200,K-2000 308/0 Light Blonde,1,534043,8/1/2030,3,20,60,11.5,34.5,11.5,34.5,0.15,5.18,39.68
121007200,K-2000 308/0 Light Blonde,1,512743,8/1/2030,1,20,20,10.8,10.8,10.8,10.8,0.15,1.62,12.42
121008959,K-2000 309/0 Lightest Blonde,1,424310,8/1/2030,1,20,20,11,11,11,11,0.15,1.65,12.65
121008959,K-2000 309/0 Lightest Blonde,1,476546,8/1/2030,5,20,100,10.8,54,10.8,54,0.15,8.1,62.1
121008959,K-2000 309/0 Lightest Blonde,1,464942,8/1/2030,1,20,20,9.5,9.5,9.5,9.5,0.15,1.43,10.93
121008959,K-2000 309/0 Lightest Blonde,1,500982,8/1/2030,1,20,20,10.8,10.8,10.8,10.8,0.15,1.62,12.42
121002474,K-2000 Blacks 301/0 Blue Black,1,496717,8/1/2030,1,20,20,10.8,10.8,10.8,10.8,0.15,1.62,12.42
121002474,K-2000 Blacks 301/0 Blue Black,1,533247,8/1/2030,3,20,60,11.5,34.5,11.5,34.5,0.15,5.18,39.68
121002475,K-2000 Blacks 302/0 Black,1,544976,8/1/2030,1,20,20,9.5,9.5,9.5,9.5,0.15,1.43,10.93
121002475,K-2000 Blacks 302/0 Black,1,458369,8/1/2030,17,20,340,9.5,161.5,9.5,161.5,0.15,24.23,185.73
121002475,K-2000 Blacks 302/0 Black,1,472683,8/1/2030,1,20,20,10.8,10.8,10.8,10.8,0.15,1.62,12.42
121002475,K-2000 Blacks 302/0 Black,1,500233,8/1/2030,7,20,140,10.8,75.6,10.8,75.6,0.15,11.34,86.94
121002475,K-2000 Blacks 302/0 Black,1,488736,8/1/2030,1,20,20,10.8,10.8,10.8,10.8,0.15,1.62,12.42
121002475,K-2000 Blacks 302/0 Black,1,515959,8/1/2030,2,20,40,10.8,21.6,10.8,21.6,0.15,3.24,24.84
121002477,K-2000 Blacks 303/0 Dark Brown,1,500725,8/1/2030,3,20,60,10.8,32.4,10.8,32.4,0.15,4.86,37.26
121002477,K-2000 Blacks 303/0 Dark Brown,1,515960,8/1/2030,1,20,20,10.8,10.8,10.8,10.8,0.15,1.62,12.42
121002478,K-2000 Blacks 304/6 Burgundy,1,512731,8/1/2030,1,20,20,10.8,10.8,10.8,10.8,0.15,1.62,12.42
121002479,K-2000 Blonde 309/3 Gold Blonde,1,512630,8/1/2030,4,20,80,10.8,43.2,10.8,43.2,0.15,6.48,49.68
121002479,K-2000 Blonde 309/3 Gold Blonde,1,476547,8/1/2030,3,20,60,10.8,32.4,10.8,32.4,0.15,4.86,37.26
121002479,K-2000 Blonde 309/3 Gold Blonde,1,453372,8/1/2030,2,20,40,9.5,19,9.5,19,0.15,2.85,21.85
121002480,K-2000 Blondes 309/1V/Lght Ash  Blonde,1,512746,8/1/2030,6,20,120,10.8,64.8,10.8,64.8,0.15,9.72,74.52
121010797,K-2000 Blonds 305/4 Chestnut,1,512733,8/1/2030,1,20,20,10.8,10.8,10.8,10.8,0.15,1.62,12.42
121002481,K-2000 Blonds 306/0 DK Warm Blonde,1,512735,8/1/2030,1,20,20,10.8,10.8,10.8,10.8,0.15,1.62,12.42
121002482,K-2000 Blonds 306/1 Dark Ash Blonde,1,512736,8/1/2030,1,20,20,10.8,10.8,10.8,10.8,0.15,1.62,12.42
121002482,K-2000 Blonds 306/1 Dark Ash Blonde,1,515963,8/1/2030,6,20,120,10.8,64.8,10.8,64.8,0.15,9.72,74.52
121002483,K-2000 Blonds 307/0 Med Warm Blonde,1,515964,8/1/2030,5,20,100,10.8,54,10.8,54,0.15,8.1,62.1
121002483,K-2000 Blonds 307/0 Med Warm Blonde,1,512738,8/1/2030,1,20,20,10.8,10.8,10.8,10.8,0.15,1.62,12.42
121002484,K-2000 Blonds 307/1Med Ash blonde,1,476544,8/1/2030,3,20,60,10.8,32.4,10.8,32.4,0.15,4.86,37.26
121002485,K-2000 Blonds 307/2Med Matt Blonde,1,512740,8/1/2030,1,20,20,10.8,10.8,10.8,10.8,0.15,1.62,12.42
121002485,K-2000 Blonds 307/2Med Matt Blonde,1,476545,8/1/2030,3,20,60,10.8,32.4,10.8,32.4,0.15,4.86,37.26
121002486,K-2000 Blonds 307/3 Hazel Blonde,1,512741,8/1/2030,1,20,20,10.8,10.8,10.8,10.8,0.15,1.62,12.42
