"Product Code","Product Name",Variant,Expected,Counted
1234567879,"Aloe Vera Juice [Pineapple Flavour] – Natural Hydrator, Better Liver Function & Nutritious Booster",,34.0000,
554212121,"Anti – Acne Serum – Brightens Skin, Fades Acne, Lighten Acne Scars & Control Excess Oil Production",,50.0000,
